UF_05,geojson,2018-01-01 00:00,2018-02-01 00:00,2018-03-01 00:00,2018-04-01 00:00,2018-05-01 00:00,2018-06-01 00:00,2018-07-01 00:00,2018-08-01 00:00,2018-09-01 00:00,2018-10-01 00:00,2018-11-01 00:00,2018-12-01 00:00,2019-01-01 00:00,2019-02-01 00:00,2019-03-01 00:00,2019-04-01 00:00,2019-05-01 00:00,2019-06-01 00:00,2019-07-01 00:00,2019-08-01 00:00,2019-09-01 00:00,2019-10-01 00:00,2019-11-01 00:00,2019-12-01 00:00,2020-01-01 00:00,2020-02-01 00:00,2020-03-01 00:00,2020-04-01 00:00,2020-05-01 00:00,2020-06-01 00:00,2020-07-01 00:00,2020-08-01 00:00,2020-09-01 00:00,2020-10-01 00:00,2020-11-01 00:00,2020-12-01 00:00,2021-01-01 00:00,2021-02-01 00:00,2021-03-01 00:00,2021-04-01 00:00,2021-05-01 00:00,2021-06-01 00:00,2021-07-01 00:00,2021-08-01 00:00
Acre,"{""type"":""Polygon"",""coordinates"":[[[-73.80098315085058,-7.111457753361378],[-73.69991365075646,-7.293158753530633],[-73.75588215080859,-7.346886253580578],[-73.81761065086607,-7.335380753569893],[-73.87661815092099,-7.379657253611185],[-73.93139015097199,-7.352301753585607],[-73.93277715097327,-7.60841075382416],[-73.82216615087032,-7.717883253926175],[-73.69157965074874,-7.767781253972657],[-73.68416615074182,-7.84464275404423],[-73.75314315080607,-7.89232225408864],[-73.74699265080028,-7.952943754145053],[-73.64036615070097,-8.008118754196403],[-73.5944461506582,-8.097791254279969],[-73.57986415064465,-8.209322254383778],[-73.53689615060466,-8.270270254440561],[-73.5374451506051,-8.345869254510944],[-73.4128651504891,-8.410991254571627],[-73.38955715046745,-8.468783254625464],[-73.30550165038915,-8.471966254628455],[-73.2916031503762,-8.596099754744046],[-73.22258415031195,-8.678058254820371],[-73.14992315024426,-8.683900254825858],[-73.03352015013581,-8.916036255041945],[-72.98986715009517,-8.920754255046404],[-72.94134715004998,-9.066312755181912],[-72.95887715006631,-9.13819425524889],[-73.04199015014376,-9.237054755340978],[-73.07813915017732,-9.236869255340821],[-73.20772115029808,-9.411708755503582],[-72.75044314987213,-9.410267755502332],[-72.68979814981572,-9.449057755538433],[-72.55661414969165,-9.482862755569954],[-72.43621864957959,-9.476332255563761],[-72.28800214944147,-9.60091725567986],[-72.24519364940159,-9.657208755732313],[-72.269165149424,-9.749746755818478],[-72.17580364933701,-9.782279755848776],[-72.15442214931704,-9.884356255943771],[-72.19894414935857,-10.000150256051711],[-71.37557914859178,-10.000827756052331],[-71.21133414843882,-9.96678275602062],[-71.17219514840235,-9.888471755947648],[-71.04861664828718,-9.816141755880267],[-70.99531714823763,-9.81672225588079],[-70.85163314810382,-9.653982255729261],[-70.56031514783251,-9.427346755518215],[-70.51140664778688,-9.489842255576377],[-70.58397714785451,-9.551078255633456],[-70.59722514786688,-9.606194755684783],[-70.52584264780035,-9.72268725579329],[-70.62164764788963,-9.821552255885308],[-70.62528214789302,-10.46097975648081],[-70.62102514788899,-10.999820756982672],[-70.53033364780458,-10.934651756921994],[-70.43327364771415,-11.039813757019942],[-70.30672414759624,-11.069831757047837],[-70.19992114749687,-11.053600257032713],[-70.0919191473962,-10.9859617569698],[-69.93441814724952,-10.921903256910127],[-69.80049914712481,-10.926145756914025],[-69.7395251470681,-10.963808756949106],[-69.40433464675584,-10.928636256916434],[-69.34266614669843,-10.952117756938264],[-69.19872314656436,-10.948056256934478],[-69.01296964639141,-11.004904756987457],[-68.9082401462939,-11.021666257003062],[-68.81188414620408,-10.995090256978301],[-68.71574964611455,-11.144833257117739],[-68.5425611459533,-11.11002675708528],[-68.48736514590189,-11.05057725703],[-68.4050106458252,-11.053473257032692],[-68.23742314566914,-10.95612925694195],[-68.19634914563085,-10.859066756851576],[-68.1033291455442,-10.775412756773676],[-68.09997114554108,-10.709155756711993],[-68.00194114544979,-10.647962256654978],[-67.86385714532116,-10.64067025664815],[-67.7071051451752,-10.71044975671316],[-67.67630514514656,-10.604838756614868],[-67.57924414505612,-10.502795756519731],[-67.44360864492978,-10.454920256475248],[-67.40716264489583,-10.373864256399656],[-67.31069014480602,-10.37253975639851],[-67.31544364481044,-10.319324256348864],[-67.1870241446909,-10.340286256368472],[-67.13061414463834,-10.29288875632426],[-67.01572314453131,-10.257833756291689],[-66.98113814449914,-10.195664256233727],[-66.8662481443921,-10.084300256130064],[-66.73119214426629,-9.98045025603335],[-66.63761114417912,-9.951762756006588],[-66.62441814416684,-9.89873625595726],[-66.80970014433944,-9.817660755881661],[-67.3254941448198,-9.591959755671496],[-67.51684014499801,-9.560291255642028],[-67.97444814542416,-9.353163755449145],[-68.64662214605016,-9.0490372551659],[-69.44270914679157,-8.366957254530575],[-70.05180614735889,-7.847003754046341],[-70.51525864779046,-7.791927253995141],[-71.38111214859691,-7.691940753901918],[-71.95781464913398,-7.624874753839549],[-72.58801014972096,-7.550250253770059],[-72.90061215001208,-7.436948253664468],[-73.80098315085058,-7.111457753361378]]]}",-0.01250,-0.01520,-0.01200,0.04637,-0.08483,-0.11237,-0.12123,0.07958,-0.08725,0.00478,-0.10069,-0.04073,-0.01926,-0.13199,-0.08054,-0.09027,-0.04774,-0.03217,-0.06736,-0.05752,-0.03586,-0.04923,-0.07983,-0.15057,-0.13191,-0.25894,-0.28119,-0.39806,-0.57528,-0.56208,-0.23788,-0.20948,0.09522,0.04752,-0.07572,0.00048,-0.20107,-0.54318,-0.53588,-0.34471,-0.13390,-0.11322,-0.02718,0.00314
Alagoas,"{""type"":""Polygon"",""coordinates"":[[[-38.23723811772925,-9.329372755426903],[-38.15459911765231,-9.442995255532765],[-38.02180511752863,-9.469568755557475],[-38.00314911751127,-9.514888255599772],[-37.885821117401974,-9.54974525563216],[-37.78488511730802,-9.638152255714544],[-37.711421117239524,-9.630875755707734],[-37.565923117104035,-9.739249255808659],[-37.466511617011406,-9.749099755817838],[-37.28507811684244,-9.830537755893715],[-37.2262491167877,-9.899052255957486],[-37.152623116719155,-9.900426755958733],[-37.03751761661192,-9.988657256040938],[-36.96726361654646,-9.992456256044534],[-36.94311811652403,-10.092418256137648],[-36.836646116424845,-10.20175125623939],[-36.682410116281176,-10.271495756304375],[-36.64196011624358,-10.251548756285843],[-36.56574511617259,-10.327706256356691],[-36.56411011617104,-10.41690975643985],[-36.43012211604628,-10.424880756447237],[-36.39354311601221,-10.498829256516046],[-36.293386115918906,-10.354488256381615],[-36.29183011591749,-10.300034756331002],[-36.17048811580446,-10.170824256210608],[-36.04599411568847,-10.07523625612157],[-35.93493511558506,-9.898759755957258],[-35.812498115471044,-9.731787255801692],[-35.5909131152647,-9.528591755612524],[-35.48483411516588,-9.370538255465249],[-35.41539011510122,-9.32070525541883],[-35.306325114999595,-9.192966255299893],[-35.23852311493647,-9.048596255165421],[-35.15226311485617,-8.913285755039396],[-35.5174491151962,-8.816338754949129],[-35.67088111533917,-8.896214755023493],[-35.74807411541099,-8.91673275504263],[-35.82512011548283,-8.869524254998737],[-35.91109211556284,-8.860869754990631],[-36.12695111576386,-8.955691255078932],[-36.12381711576097,-9.030076255148174],[-36.19539411582764,-9.044366255161549],[-36.27383911590073,-9.165782755274563],[-36.365372115985906,-9.222206255327137],[-36.436671116052366,-9.211679255317335],[-36.58593011619132,-9.337662755434621],[-36.69350811629158,-9.274911255376196],[-36.796807116387754,-9.292600755392755],[-36.87092211645677,-9.267662755369429],[-36.95209311653241,-9.382121255476022],[-37.003026116579804,-9.352191755448189],[-37.090331116661105,-9.245941255349294],[-37.23321361679416,-9.206164755312216],[-37.31517661687053,-9.09385275520765],[-37.46902711701375,-9.027255755145575],[-37.489995117033345,-8.96548775508802],[-37.58326311712017,-8.969748255091986],[-37.64353811717638,-9.017925255136902],[-37.75849611728336,-8.85613425498616],[-37.82247311734295,-8.899616755026727],[-37.83875111735813,-8.977962755099725],[-37.97900311748879,-9.147943755257984],[-38.09193711759394,-9.172305755280718],[-38.15763211765511,-9.263410255365557],[-38.23723811772925,-9.329372755426903]]]}",0.07423,0.03505,0.03617,0.13142,0.05557,0.08023,0.02932,0.09965,-0.01832,0.07768,0.03801,0.00656,0.07973,-0.01109,-0.02450,-0.10083,-0.10955,-0.14808,-0.06033,-0.08546,-0.07485,-0.06545,-0.11499,-0.11898,-0.16850,-0.32900,-0.36997,-0.27176,-0.60857,-0.51848,-0.09814,-0.19255,-0.14394,-0.17748,-0.19275,-0.23778,-0.23896,-0.31517,-0.37229,-0.39435,-0.35167,-0.36947,-0.27281,-0.26921
Amazonas,"{""type"":""Polygon"",""coordinates"":[[[-73.80098315085058,-7.111457753361378],[-72.90061215001208,-7.436948253664468],[-72.58801014972096,-7.550250253770059],[-71.95781464913398,-7.624874753839549],[-71.38111214859691,-7.691940753901918],[-70.51525864779046,-7.791927253995141],[-70.05180614735889,-7.847003754046341],[-69.44270914679157,-8.366957254530575],[-68.64662214605016,-9.0490372551659],[-67.97444814542416,-9.353163755449145],[-67.51684014499801,-9.560291255642028],[-67.3254941448198,-9.591959755671496],[-66.80970014433944,-9.817660755881661],[-66.7748121443069,-9.752705755821239],[-66.50006414405107,-9.633178755709878],[-66.39186514395033,-9.500094755585906],[-66.37422814393392,-9.425981755516887],[-66.25912114382663,-9.410612255502656],[-66.17308514374656,-9.43403375552441],[-66.11567914369311,-9.408599755500745],[-65.96975414355722,-9.412775255504584],[-65.91208764350347,-9.483364755570392],[-65.8245306434219,-9.529705755613577],[-65.79947614339858,-9.584637255664688],[-65.72300314332733,-9.558671255640547],[-65.67889014328625,-9.451007255540276],[-65.58756414320123,-9.413387755505141],[-65.50262014312216,-9.469590255557591],[-65.45605714307874,-9.400823255493492],[-65.43967514306348,-9.311360255410136],[-65.37696964300505,-9.324041255422003],[-65.24611864288329,-9.257277755359837],[-65.2112301428507,-9.278607755379653],[-65.18628114282751,-9.414639755506414],[-65.14233914278657,-9.446426255535926],[-65.05300514270334,-9.40175625549432],[-64.99997514265397,-9.30422775540353],[-64.91914314257872,-9.219894255325016],[-64.93938914259752,-9.124180255235842],[-64.87002664253293,-9.011807755131144],[-64.58742264226976,-9.009124255128654],[-64.54958614223449,-8.977886255099634],[-64.4460366421381,-8.97648475509834],[-64.32286414202338,-8.928475255053627],[-64.31078214201216,-8.996084755116499],[-64.23266914193937,-8.991921755112685],[-64.14305164185589,-8.933317255058114],[-64.15766764186958,-8.842781754973771],[-64.14253214185544,-8.742645754880527],[-64.0349471417552,-8.69317275483445],[-63.98567514170941,-8.58524925473398],[-63.92194814164998,-8.566992754716921],[-63.972643141697176,-8.478062754634152],[-63.94030414166707,-8.451880254609705],[-63.94358064167011,-8.33079975449698],[-63.86695314159874,-8.288934254458013],[-63.7906976415278,-8.3328307544989],[-63.72222914146403,-8.24911475442093],[-63.692889141436694,-8.157965254335977],[-63.62124714136996,-8.029227754216095],[-63.62025714136905,-7.968912254159932],[-63.53420514128891,-7.973942254164626],[-62.86749314066799,-7.975492254166056],[-62.691761140504354,-8.09251925427509],[-62.64941914046483,-8.236639754409225],[-62.584862140404766,-8.271494754441733],[-62.51794464034242,-8.384352254546798],[-62.464949140293015,-8.339354254504883],[-62.36455714019962,-8.390636254552646],[-62.36552614020047,-8.49317475464818],[-62.268363140109955,-8.575371754724756],[-62.187864140035,-8.59017225473849],[-62.124446639975986,-8.801282754935073],[-62.03053813988845,-8.799321754933317],[-61.98969713985048,-8.87227025500124],[-61.85952613972927,-8.852696754982958],[-61.84358513971438,-8.746992754884559],[-61.77408313964963,-8.747839754885376],[-61.71275213959257,-8.687464254829138],[-61.62594713951171,-8.728464754867332],[-61.58446613947308,-8.798300254932315],[-60.848360138787484,-8.797761754931798],[-60.41966513838827,-8.796238254930472],[-59.7131361377302,-8.801220754935116],[-59.126804137184195,-8.80287675493662],[-58.49985613660033,-8.802429254936214],[-58.41537513652156,-8.792450254926848],[-58.327865136440096,-8.711785754851803],[-58.4367971365416,-8.70296025484356],[-58.38901463649711,-8.594399754742426],[-58.416549636522745,-8.491563754646677],[-58.31808213643103,-8.329743754496008],[-58.32196213643465,-8.169649254346837],[-58.28789013640289,-8.079182254262605],[-58.37274213648186,-7.906811254102081],[-58.371187136480444,-7.820821754021949],[-58.29355413640815,-7.771151753975801],[-58.27548863639129,-7.699277753908859],[-58.20166913632261,-7.620467253835386],[-58.21255913633274,-7.458147753684216],[-58.136555136261904,-7.355737753588869],[-58.169510136292615,-7.312836753548936],[-58.1775841363002,-7.188614253433229],[-58.33492213644672,-6.9859882532445],[-58.43405463653903,-6.90842175317232],[-58.481255136582945,-6.781039253053677],[-58.47797013657987,-6.699231752977425],[-58.421276136527126,-6.610332752894692],[-58.34938713646011,-6.562018752849667],[-58.32655613643885,-6.499991752791857],[-58.254756136372066,-6.453736252748854],[-57.860138636004535,-5.600347251954076],[-57.547592135713444,-4.921217751321592],[-57.210198135399196,-4.205176250654631],[-57.018449135220635,-3.79792175027535],[-56.88675013509794,-3.498679749996654],[-56.647287134875,-2.980962749514561],[-56.40162213464612,-2.456155749025811],[-56.46400113470429,-2.431233749002558],[-56.38383113462953,-2.270115748852504],[-56.219813134476794,-2.195484248783032],[-56.09816763436356,-2.026586748625732],[-56.22789313448436,-2.055861748653001],[-56.31627713456669,-2.139767248731118],[-56.413397634657144,-2.175590748764421],[-56.526580134762526,-2.138837248730283],[-56.612427134842505,-2.209812248796311],[-56.678586134904094,-2.212205248798568],[-56.76805163498739,-2.165392748754925],[-56.72611513494837,-2.030603248629404],[-56.85855713507169,-2.015568248615409],[-57.03671963523766,-1.91119674851825],[-57.09736713529412,-1.774748748391175],[-57.273909635458494,-1.709380748330318],[-57.35157913553087,-1.732812248352047],[-57.41144363558658,-1.672927248296332],[-57.474713135645516,-1.67764424830068],[-57.589636135752585,-1.579745748209575],[-57.67818413583507,-1.593983748222854],[-57.71267113586714,-1.50379224813878],[-57.77283213592318,-1.508445748143117],[-57.82354463597039,-1.439403248078861],[-57.91803063605846,-1.419453248060222],[-57.99589213613092,-1.343967247990008],[-57.96499413610218,-1.20573174786125],[-58.017048136150606,-1.105796747768181],[-58.08136263621054,-1.126127747787109],[-58.16214813628574,-1.229303747883137],[-58.25427313637158,-1.132238747792826],[-58.3227911364354,-1.142942247802694],[-58.36799713647747,-1.065672247730731],[-58.4295851365348,-1.026765247694584],[-58.41426513652061,-0.966700747638583],[-58.458546136561836,-0.863642747542599],[-58.56014713665638,-0.804264247487367],[-58.70468213679101,-0.678621747370357],[-58.73150213681606,-0.62701124732223],[-58.71019763679624,-0.521118747223568],[-58.724669136809666,-0.441873247149829],[-58.87404113694879,-0.335440747050711],[-58.88049313695478,-0.196233246920997],[-58.86333813693875,-0.077684246810691],[-58.89449063696782,-0.010617246748211],[-58.89491913696827,0.263853753507419],[-59.43302363746932,0.263883753507457],[-60.03745413803233,0.263889753507442],[-60.05856863805195,0.163341753413874],[-60.11575863810526,0.133578753386132],[-60.164987138151105,0.000550753262246],[-60.202766138186234,-0.033246246769295],[-60.21999413820231,-0.135010746864054],[-60.28527213826305,-0.210282246934185],[-60.28943613826698,-0.292789747010943],[-60.34418613831792,-0.440262247148326],[-60.39944363836946,-0.509734747212974],[-60.3505531383239,-0.621952247317495],[-60.303326138279886,-0.673617747365597],[-60.3408301383148,-0.738621247426181],[-60.47861113844317,-0.770565747455976],[-60.53055563849148,-0.874726247552985],[-60.59083013854763,-0.853056747532719],[-60.654165138606686,-0.882782247560499],[-60.752213138697925,-0.860833747540028],[-60.760554638705685,-0.761119247447141],[-60.97499713890545,-0.562230747261879],[-61.0869381390097,-0.499736747203656],[-61.22249013913597,-0.505287247208912],[-61.223594139136935,-0.559172747259026],[-61.346645139251564,-0.594729247292207],[-61.4563611393537,-0.656675247349881],[-61.541632139433204,-0.763341247449262],[-61.54302713943446,-0.85195074753176],[-61.57801713946708,-0.909725247585584],[-61.54607963943727,-1.070836247735542],[-61.626386639512134,-1.293617747943017],[-61.58166013947039,-1.353053747998388],[-61.60443913949166,-1.447777748086651],[-61.78969513966422,-1.378612748022192],[-61.89610713976333,-1.395001748037544],[-62.01694163987588,-1.141391747801322],[-62.09916313995245,-1.096391747759412],[-62.17138914001964,-1.005561247674791],[-62.31222264015082,-0.930005247604413],[-62.39527714022813,-0.82000824750196],[-62.50055314032625,-0.781115247465777],[-62.46915914029694,-0.693617247384282],[-62.366665140201576,-0.709727247399314],[-62.28701914012731,-0.6379832473325],[-62.317856140156096,-0.552147247252492],[-62.273416140114705,-0.453808747160906],[-62.22663614007115,-0.425478747134548],[-62.18775264003489,-0.330472747046088],[-62.253023140095706,-0.271033246990669],[-62.24440914008767,-0.174369746900652],[-62.31909314015718,-0.10217774683349],[-62.34599464018231,0.029952753289649],[-62.41430614024591,0.074724253331283],[-62.45207514028107,0.207758753455209],[-62.46636914029443,0.333311253572106],[-62.445851140275295,0.379457253615101],[-62.53248814035601,0.509150753735867],[-62.51777714034222,0.584159253805751],[-62.53777014036086,0.675538253890863],[-62.45721414028583,0.785538753993251],[-62.48555314031228,0.866874754069045],[-62.44528764027473,0.977182254171794],[-62.52056714034484,1.08415625427142],[-62.58638614040615,1.255815754431296],[-62.63944314045557,1.438576254601458],[-62.73027814054012,1.49996975465865],[-62.804760140609574,1.591684254744109],[-62.72321014053364,1.712735254856852],[-62.730551140540456,1.818567754955325],[-62.70550714051706,1.940058755068549],[-62.838308640640776,2.016803755140018],[-62.94795914074291,2.03137575515359],[-63.02325314081304,2.015013755138284],[-63.1067156408908,2.079678755198529],[-63.140991140922665,2.172779755285319],[-63.282258141054285,2.154215755267956],[-63.3717831411376,2.212079255321896],[-63.397216141161266,2.147220755261515],[-63.49194014124953,2.115800255232216],[-63.5613801413142,2.132693255247887],[-63.829160141563534,1.968563755095033],[-63.97499614169942,1.991640755116578],[-64.0613856417799,1.931073255060141],[-64.07749814179488,1.759377754900243],[-64.06471914178292,1.676347254822872],[-64.14360814185648,1.582773254735798],[-64.30166514200369,1.46862275462945],[-64.34221714204136,1.3846627545513],[-64.3994421420947,1.395210754561049],[-64.3508321420494,1.518611254675989],[-64.55277514223746,1.417181254581578],[-64.59026814227241,1.337752754507619],[-64.72193814239506,1.238822254415481],[-64.76332764243364,1.231109254408238],[-64.8099891424771,1.314722754486183],[-64.90610314256662,1.241951254418382],[-65.02171514267422,1.115280754300443],[-65.10255064274952,1.156995754339277],[-65.15452314279798,1.125313254309731],[-65.16444114280716,0.950819254147177],[-65.24027314287775,0.921389254119845],[-65.3286051429601,0.931908754129608],[-65.39749114302424,0.821672754026963],[-65.39693514302371,0.750263253960497],[-65.44249314306614,0.690218253904504],[-65.52999614314763,0.668298753884073],[-65.59083014320424,0.721952753934033],[-65.54804664316441,0.774939753983404],[-65.50782514312698,0.915875754114722],[-65.5850211431989,1.009275254201611],[-65.73888264334221,0.999932254192913],[-65.76666414336808,0.964392254159861],[-65.93604564352574,0.882479754083533],[-65.9708306435582,0.80637575401272],[-66.0695156436501,0.805400254011829],[-66.15054814372559,0.744813753955327],[-66.21243314378319,0.780990253989103],[-66.31797864388147,0.75538425396519],[-66.85638914438289,1.230545754407785],[-67.08761514459832,1.167236754348778],[-67.0882831445989,1.325321254495975],[-67.07178514458349,1.442942754605497],[-67.09683614460687,1.732939254875646],[-67.1565036446624,1.849181254983932],[-67.27754014477512,1.876084255008891],[-67.33632614482985,2.098425755215999],[-67.34293864483607,2.205816255315995],[-67.38871264487864,2.244346255351957],[-67.55036414502922,2.142053755256597],[-67.6192821450934,2.024009755146722],[-67.77887164524202,2.031399755153643],[-67.94074314539284,1.831067754966966],[-68.04288814548795,1.900026755031263],[-68.08697364552904,1.901649755032736],[-68.14014064557853,1.985118255110478],[-68.242702145674,1.927083755056401],[-68.26634764569599,1.827674254963881],[-68.23603714566786,1.772859754912815],[-68.15625914559348,1.731972754874732],[-68.69671714609683,1.732325254875036],[-69.3843211467372,1.730075254872986],[-69.55177714689319,1.792085254930726],[-69.65701214699118,1.73706925487943],[-69.74112614706951,1.744764254886604],[-69.84197364716351,1.721113254864576],[-69.84380464716514,1.085721254272812],[-69.80149414712571,1.073924254261897],[-69.71001514704051,1.126850254311194],[-69.68419214701646,1.076816754264541],[-69.32101514667829,1.096036254282467],[-69.2124816465772,1.020521754212155],[-69.1444591465139,0.783371753991332],[-69.18677214655327,0.749584753959766],[-69.19265814655876,0.65186825386877],[-69.23838814660132,0.602732753823034],[-69.36828564672226,0.6278572538464],[-69.48090914682723,0.735949753947125],[-69.60622614694387,0.629549753847982],[-69.67923064701188,0.670915753886561],[-69.72465814705424,0.617202753836523],[-69.94181414725642,0.554639253778305],[-70.04299114735068,0.559171753782493],[-70.04558314735311,-0.016342246753538],[-70.05685764736359,-0.186429746911926],[-69.92258664723852,-0.33116774704672],[-69.84431314716562,-0.345448747060004],[-69.71717314704722,-0.45478974716184],[-69.61053364694794,-0.513105247216117],[-69.57323314691314,-0.64948674734319],[-69.61151014694883,-0.769852747455275],[-69.46301014681057,-0.966990747638874],[-69.3978146467498,-1.14405374780381],[-69.4306991467804,-1.232694747886285],[-69.39942414675136,-1.370375248014511],[-69.4283281467782,-1.386263748029364],[-69.51626364686012,-1.899429248507317],[-69.61284264695007,-2.439893749010594],[-69.74193114707032,-3.165650249686564],[-69.93459214724976,-4.216110250664883],[-69.96323314727636,-4.300284750743231],[-70.03220314734062,-4.354804750794074],[-70.08103514738605,-4.291660750735218],[-70.151814147452,-4.335224250775809],[-70.25492014754809,-4.31807475075982],[-70.2890121475798,-4.281953250726133],[-70.29825414758841,-4.165703250617867],[-70.41858564770052,-4.140093750594019],[-70.5203911477953,-4.142320250596185],[-70.68047314794433,-4.199430750649299],[-70.75844614801701,-4.159610750612273],[-70.80761214806273,-4.183171250634132],[-70.84933114810167,-4.278293250722754],[-70.91493914816272,-4.353670750792958],[-71.04272164828171,-4.400639750836717],[-71.09997314833504,-4.377030250814755],[-71.27102614849434,-4.396658250832957],[-71.3194191485394,-4.444182750877303],[-71.38819414860347,-4.427813750862015],[-71.5370001487421,-4.467014750898556],[-71.60371464880416,-4.533319750960231],[-71.74061214893175,-4.485165250915429],[-71.85588964903911,-4.512813250941235],[-71.97622214915111,-4.607754251029633],[-72.03876564920938,-4.622880751043681],[-72.09948714926588,-4.702193751117534],[-72.24666714940304,-4.780583251190592],[-72.37108564951893,-4.807004251215176],[-72.43264514957616,-4.910977751311975],[-72.6061061497378,-4.995217751390442],[-72.65208114978054,-5.063338751453898],[-72.81400764993134,-5.109375751496827],[-72.88449714999706,-5.166455251549905],[-72.86294964997694,-5.239430251617932],[-72.95633765006392,-5.465044751828032],[-72.95319665006105,-5.53978525189757],[-72.99161915009677,-5.703415252050036],[-73.11408565021088,-5.853386752189635],[-73.15047265024475,-5.863085252198744],[-73.18120765027334,-5.962424252291271],[-73.23689615032526,-6.031826252355927],[-73.24967465033717,-6.144576252460865],[-73.16491615025814,-6.273843252581287],[-73.10829315020544,-6.409665752707724],[-73.14203465023684,-6.505946252797457],[-73.21239115030244,-6.577471752864085],[-73.35391765043425,-6.59455125287991],[-73.38011815045866,-6.634656752917294],[-73.51584215058506,-6.676983752956744],[-73.64223115070274,-6.761782753035732],[-73.70662115076266,-6.839285253107846],[-73.75400615080684,-6.941540753203071],[-73.72620665078091,-7.022157253278237],[-73.80098315085058,-7.111457753361378]]]}",-0.08705,-0.10817,-0.05091,-0.02833,-0.07284,-0.09953,-0.03055,-0.04389,-0.03801,-0.07861,-0.03334,-0.07489,-0.05876,-0.05048,-0.09511,-0.09253,-0.08904,-0.10551,-0.10183,-0.06606,0.00785,-0.01352,-0.08740,-0.10519,-0.18704,-0.26293,-0.37348,-1.15270,-1.05057,-0.67980,-0.11595,-0.15266,-0.11604,-0.08940,-0.16402,-0.14461,-0.89936,-0.78450,-0.08877,0.03271,0.01062,0.01917,0.04171,-0.06694
